0.637032 94.576216 0.533942
0.743838 233.695723 1.533942
0.845319 127.708304 2.533942
0.988528 260.318771 3.533942
1.110373 106.36458 4.533942
1.242842 193.253276 5.533942
1.408783 74.243291 6.533942
1.516934 344.703574 7.533942
1.632541 112.103293 8.533942
1.768206 183.98273 9.533942
1.882454 326.308804 10.533942
1.992724 232.157063 11.533942
2.12254 197.202922 12.533942
2.289557 77.59657 13.533942
2.406865 317.795874 14.533942
2.568318 154.596174 15.533942
2.687362 209.670344 16.533942
2.799149 231.870525 17.533942
2.946987 87.663374 18.533942
3.079997 97.436251 19.533942
3.180587 489.909441 20.533942
3.30817 96.564723 21.533942
3.508175 186.394859 22.533942
3.663117 87.774756 23.533942
3.768735 239.355117 24.533942
3.880301 113.2953 25.533942
4.013817 99.463694 26.533942
4.119756 232.586796 27.533942
4.310093 197.545295 28.533942
4.437592 200.784648 29.533942
4.553278 224.056206 30.533942
4.656828 356.927438 31.533942
4.784496 104.019623 32.533942
4.911209 388.912419 33.533942
5.040681 287.937909 34.533942
5.149952 127.389337 35.533942
5.322465 5.564813 36.533942
5.45831 183.738605 37.533942
5.60889 331.518597 38.533942
5.734403 105.805615 39.533942
5.857797 199.684766 40.533942
5.967308 346.267489 41.533942
6.09269 199.072232 42.533942
6.239462 174.419602 43.533942
6.34489 353.605736 44.533942
6.47015 297.621849 45.533942
6.579599 230.975685 46.533942
6.72972 8.52642 47.533942
6.835681 235.558553 48.533942
6.941534 349.164099 49.533942
7.064584 308.167512 50.533942
7.20985 98.027205 51.533942
7.311722 127.218686 52.533942
7.418965 229.757842 53.533942
7.566718 94.211309 54.533942
7.674511 2.968652 55.533942
7.784244 336.817781 56.533942
7.941019 314.335298 57.533942
8.043517 369.958666 58.533942
8.166993 207.328301 59.533942
8.302662 188.693888 60.533942
8.415887 5.652497 61.533942
8.547109 375.545982 62.533942
8.68434 96.771325 63.533942
8.798723 13.988081 64.533942
8.917273 317.164239 65.533942
9.019951 126.219712 66.533942
9.132821 442.278669 67.533942
9.266507 186.70684 68.533942
9.376348 2.913303 69.533942
9.515317 9.210682 70.533942
9.654543 90.787292 71.533942
9.804223 329.235775 72.533942
9.915353 446.325731 73.533942
10.026059 231.243929 74.533942
10.209193 138.040712 75.533942
10.330878 114.393907 76.533942
10.510257 137.362275 77.533942
10.692077 206.798868 78.533942
10.815823 303.846405 79.533942
10.940676 493.382033 80.533942
11.072621 287.39306 81.533942
11.228487 8.212142 82.533942
11.356611 4.995162 83.533942
11.470601 116.501733 84.533942
11.598482 101.344306 85.533942
11.720137 106.53042 86.533942
11.823775 832.131989 87.533942
11.95711 189.596635 88.533942
12.106922 168.745455 89.533942
12.208845 368.905798 90.533942
12.368701 6.005394 91.533942
12.490752 7.865584 92.533942
12.614546 199.040042 93.533942
12.72575 448.90342 94.533942
12.836206 334.615659 95.533942
12.937868 251.814032 96.533942
13.064945 7.554453 97.533942
13.172698 348.947652 98.533942
13.341663 5.681647 99.533942
13.461126 211.612989 100.533942
13.604267 260.442326 101.533942
13.735651 9.742496 102.533942
13.841306 349.815376 103.533942
13.968615 104.313117 104.533942
14.081887 223.179266 105.533942
14.183856 241.641952 106.533942
14.290802 236.382785 107.533942
14.396243 353.561911 108.533942
14.507895 118.94137 109.533942
14.635753 392.933894 110.533942
14.748015 219.486247 111.533942
14.849917 130.321978 112.533942
14.955632 352.645005 113.533942
15.075798 102.5247 114.533942
15.258579 140.058369 115.533942
15.360093 133.972214 116.533942
15.469721 118.217867 117.533942
15.579222 115.432647 118.533942
15.680463 131.172668 119.533942
15.787081 346.658514 120.533942
15.903674 322.487017 121.533942
16.031881 192.189968 122.533942
16.16309 195.108355 123.533942
16.324332 235.17428 124.533942
16.439848 114.962252 125.533942
16.605851 154.214366 126.533942
16.718332 328.588598 127.533942
16.819661 243.168946 128.533942
16.933483 333.151766 129.533942
17.038336 120.549699 130.533942
17.197459 87.479411 131.533942
17.305051 120.454741 132.533942
17.433584 194.191851 133.533942
17.537081 479.242227 134.533942
17.661051 206.500429 135.533942
17.762043 125.158887 136.533942
17.895209 194.643798 137.533942
18.05422 8.049792 138.533942
18.215732 154.539231 139.533942
18.356953 179.010816 140.533942
18.457934 507.023714 141.533942
18.560684 608.856602 142.533942
