3.101456 571.366506 343.342574
3.225251 502.765631 352.040391
3.326125 385.432026 337.120202
3.432016 125.411992 434.518267
3.54142 352.45589 460.120633
3.654821 440.205584 392.891298
3.764837 674.813053 311.313663
3.868636 490.178662 338.127879
3.979917 125.088366 8.884518
4.089063 252.140558 211.988496
4.246776 314.493746 231.049671
4.35602 801.146929 378.78885
4.512246 396.348884 490.803683
4.613973 366.471182 366.231403
4.761133 255.504586 496.638127
4.88277 410.3989 471.966439
5.012106 288.241493 136.460974
5.143466 96.224432 562.113623
5.290552 339.39298 372.610718
5.397857 350.403357 367.198211
5.535079 366.121768 379.083174
5.737425 184.239005 363.887148
5.872763 364.125765 558.22756
6.023553 251.475467 267.621717
6.128674 243.5293 479.268282
6.22869 388.738023 138.655854
6.376269 171.297805 670.461163
6.48145 357.479597 445.74835
6.588903 232.285774 233.92222
6.714616 306.732381 489.736605
6.836434 407.162872 458.613069
6.946051 348.852556 385.791272
7.046263 255.458296 473.080625
7.15787 229.376507 375.056867
7.282304 203.159301 224.312607
7.398291 215.196072 167.388836
7.535634 358.811569 335.456358
7.640891 468.184907 274.637209
7.783412 266.066612 714.975666
7.892461 344.798337 562.532778
8.045059 250.592704 701.640097
8.178878 465.108559 213.987957
8.283287 239.058395 207.697364
8.404601 109.468603 16.119888
8.506049 124.594779 479.165422
8.634168 394.634377 449.180152
8.745863 330.900356 609.108965
8.85118 236.999869 775.800746
8.954203 364.966083 332.0254
9.059532 356.978467 399.697923
9.167292 237.563246 236.691538
9.273345 351.524337 283.226037
9.384613 122.226576 134.324535
9.522198 275.613099 335.153881
9.646003 405.79902 230.396112
9.813384 224.637149 262.109486
9.919355 351.793771 340.001999
